lv1,lv2,lv3,lv4,lv5,lv6,id
,,Künstler-/ Handgemachte Puppen,,,,180106
,,,Künstlerpuppen,,,2404
,,,Rebornpuppen & Zubehör,,,122721
,,,,Rebornpuppen Kleidung,,122722
,,,,Rebornpuppen,,122723
,,,,Rebornpuppen Zubehör,,122724
,,,,Sonstige Rebornpuppen,,48921
,,Puppen Selbermachen,,,,2408
,,Puppenständer,,,,160871
,,Sonstige,,,,180158
,Puppenstuben & -häuser,,,,,1202
,,Häuser,,,,2458
,,Bad,,,,63647
,,Beleuchtung,,,,75528
,,Bücher & Zeitschriften,,,,47180
,,Dekoration,,,,179251
,,Einbauten & Zubehör,,,,70001
,,Fußböden,,,,101378
,,Gardinen,,,,112549
,,Garten,,,,80017
,,Kamin,,,,112547
,,Kücheneinrichtung & -geräte,,,,63649
,,Kochzubehör & Geschirr,,,,47181
,,Lebensmittel & Getränke,,,,47182
,,Möbel,,,,179309
,,Puppen,,,,86823
,,Spielzeug,,,,47179
,,Tapeten,,,,101379
,,Tiere,,,,47178
,,Sonstige,,,,333
,Puzzles & Geduldspiele,,,,,2613
,,3D Puzzles,,,,19186
,,Geduldspiele,,,,19187
,,Puzzles,,,,19183
,,Sonstige,,,,2615
,Spieldosen,,,,,9171
,Spiele,,,,,233
,,Gesellschaftsspiele,,,,2550
,,Kartenspiele,,,,180350
,,,Moderne Kartenspiele,,,19082
,,,Poker & klassische Kartensets,,,166571
,,,Poker Chips,,,166570
,,,Pokertische & Tischauflagen,,,166572
,,,Sonstige,,,2552
,,Nur für Erwachsene,,,,22150
,,Rollenspiele & Tabletops,,,,166564
,,,Fantasy,,,166566
,,,Historie,,,166567
,,,Science Fiction,,,166568
,,,Sonstige,,,40858
,,Schach,,,,40852
,,,Schachcomputer,,,155339
,,,Schachspiele,,,40856
,,,Teile & Zubehör,,,180347
,,,Sonstige,,,180348
,,Spiele-Zubehör,,,,7317
,,Sonstige,,,,234
,Spielzeug für draußen,,,,,25960
,,Bälle,,,,167527
,,"Bogen, Armbrust & Dart",,,,167528
,,Bollerwagen,,,,168467
,,Drachen & Windspiele,,,,25961
,,Fußballtore,,,,168466
,,Hüpfburgen,,,,25965
,,"Inliner, Rollschuhe & Boards",,,,25962
,,Rasenmäher,,,,167507
,,Rutschen,,,,166609
,,Sandkasten & Spielzeug,,,,136933
,,,Eimer & Förmchen,,,25963
,,,Sandfahrzeuge,,,167508
,,,Sandkästen,,,136934
,,,Sitzbagger,,,167509
,,,Sonstige,,,136935
,,Schubkarren,,,,167510
,,Schwungtücher,,,,167511
,,Seifenblasen,,,,168465
,,Spieltürme & Schaukeln,,,,167512
,,,Haltegriffe,,,167513
,,,Kletterutensilien,,,166611
,,,Reckstangen,,,167514
,,,Rutschen,,,167515
,,,Schaukeln,,,167516
,,,,Kleinkindschaukel,,167517
,,,,Schaukelsitz,,167518
,,,,Schiffsschaukel,,167519
,,,,Tellerschaukel,,167520
,,,,Sonstige,,25964
,,,Schaukelgerüste,,,167521
,,,Seile & Strickleitern,,,167522
,,,Spieltürme,,,84989
,,,Sonstige,,,166612
,,Spiel- & Gartenhäuser,,,,84987
,,,Baumhäuser,,,167523
,,,Gartenhäuser,,,84988
,,,Stelzenhäuser,,,167524
,,,Sonstige,,,84991
,,Spiele,,,,25966
,,Stelzen,,,,167525
,,Trampoline,,,,167526
,,Wippen,,,,136936
,,Zelte,,,,84990
,,Sonstige,,,,22148
,Spielzeugautos,,,,,28831
,,Autos,,,,84992
,,Baufahrzeuge,,,,100139
,,,Bagger,,,100140
,,,Betonmischer,,,100141
,,,Kräne,,,100142
,,,Radlader,,,100144
,,,Raupen,,,100145
,,,Walzen,,,100146
,,,Sonstige,,,28833
,,Busse,,,,125413
,,Flugzeuge,,,,28834
,,Hubschrauber,,,,125411
,,Landwirtschaft,,,,84996
,,Lkw,,,,28835
,,Parkhäuser & Tankstellen,,,,125412
,,Sonstige,,,,9172
,Steiff,,,,,2601
,,Puppen,,,,9343
,,Teddys,,,,9344
,,Tiere,,,,34952
,,,Affen,,,34954
,,,Bären,,,37213
,,,Elefanten,,,34955
,,,"Fische, Delfine & Wale",,,37214
,,,Füchse,,,37215
,,,Hasen,,,9345
,,,Hunde,,,34956
,,,Igel,,,37216
,,,Katzen,,,34957
,,,Raubtiere,,,34958
,,,Rehe,,,9346
,,,Vögel,,,34959
,,,Sonstige Haus- & Hoftiere,,,34960
,,,Sonstige Wald- & Feldtiere,,,34961
,,,Sonstige,,,34953
,,Sonstige,,,,2600
,Stofftiere,,,,,55007
,,Bean Bags,,,,436
,,,Ty Beanie Babys Neu,,,9327
,,,Ty Beanie Babys Current,,,9328
,,,Ty Beanie Babys Retired,,,1638
,,,Ty Beanie Buddies,,,1628
,,,Teenie Ty Beanies,,,1642
,,,Ty Attic Treasures,,,9337
,,,Bean Bag Coca-Cola,,,1616
,,,Bean Bag Disney,,,439
,,,Plüsch,,,1622
,,,Sammlungen,,,9339
,,,Zeitschriften,,,9340
,,,Sonstige,,,230
,,Arktis & Antarktis,,,,20002
,,Bauernhof,,,,20003
,,Dschungel & Steppe,,,,20004
,,Haustiere,,,,100120
,,Wald & Wiese,,,,20005
,,Film & Fernsehen,,,,20006
,,Sammlungen,,,,20007
,,Sonstige,,,,33338
,Teddys,,,,,386
,,Boyds,,,,1347
,,Cherished,,,,3906
,,Clemens,,,,9352
,,Grisly,,,,9350
,,Hermann Coburg,,,,10528
,,Russ,,,,36543
,,Sigikid,,,,42736
,,Teddy Hermann,,,,27257
,,Künstlerteddys,,,,19999
,,Spiel- & Kuschelteddys,,,,70806
,,Bärenbekleidung & Accessoires,,,,387
,,Bärenmachen,,,,50253
,,Sonstige,,,,117
,Zauberartikel & -tricks,,,,,111994
,Sonstige,,,,,9185
Sport,,,,,,888
,Angelsport,,,,,1492
,,Bekleidung,,,,179978
,,,Anzüge,,,179981
,,,Handschuhe,,,65974
,,,Hemden & T-Shirts,,,179982
,,,Hosen & Shorts,,,139454
,,,Jacken & Mäntel,,,65976
,,,Kopfbekleidung,,,70810
,,,Pullover & Sweaters,,,179983
,,,Regenbekleidung,,,65977
,,,Schwimmanzüge & Rettungswesten,,,65978
,,,Stiefel & Schuhe,,,179980
,,,Unterwäsche,,,179979
,,,Watstiefel &-hosen,,,179984
,,,Westen,,,65982
,,,Sonstige,,,27415
,,Kleines Angelzubehör,,,,179973
,,,Bleie,,,161826
,,,Futterkörbe,,,139467
,,,Haken,,,82290
,,,Klemmhülsen & Verbinder,,,179974
,,,Posen,,,27416
,,,Systeme,,,179975
,,,Wirbel,,,179976
,,,Sonstige,,,179977
,,"Köder, Futtermittel & Fliegen",,,,179961
,,,Blinker & Spoons,,,31692
,,,Boilies & Angelfutter,,,180128
,,,Crankbaits,,,7300
,,,Fliegen,,,23812
,,,Fliegen-Bindematerialien,,,44912
,,,Fliegen-Bindewerkzeuge,,,44916
,,,Jigköpfe,,,31690
,,,Ködersets,,,179964
,,,Lockstoffe,,,179962
,,,Meeresköder,,,36153
,,,Oberflächen-Köder,,,108161
,,,Spinner,,,1493
,,,Weichplastikköder,,,31691
,,,Zubehör & Montage,,,165931
,,,Sonstige,,,31693
,,Neuheiten & Geschenkideen,,,,62143
,,Rollen / Spulen,,,,179950
,,,Fliegenrollen,,,23818
,,,Freilaufrollen,,,56714
,,,Multi-/Baitcastrollen,,,108153
,,,Stationärrollen,,,36147
,,,Teile & Zubehör,,,178885
,,,Sonstige,,,166159
,,Ruten,,,,179946
,,,Brandungsruten,,,56734
,,,Feeder & Picker,,,56740
,,,Fliegenruten,,,23819
,,,Pilk- & Boatruten,,,56732
,,,Spinruten,,,36150
,,,Stippen,,,56743
,,,Sonstige,,,166161
,,Schnüre & Vorfächer,,,,179965
,,,Fliegenschnüre & -vorfächer,,,23817
,,,Fluorocarbon-Schnüre,,,179967
,,,Geflochtene Schnüre,,,179966
,,,Monofile-Schnüre,,,179969
,,,Schnurzubehör & Materialien,,,179971
,,,Trolling-Schnüre,,,179968
,,,Vorfächer & Vorfachschnüre,,,179970
,,,Sonstige,,,179972
,,Sets & Combos,,,,179953
,,,Einsteigersets,,,180178
,,,Fliegen-Combos,,,33973
,,,Komplettsets,,,81443
,,,Zubehörsets,,,81471
,,,Sonstige,,,179960
,,Fischfinder & GPS,,,,29723
,,Zubehör,,,,179985
,,,Angelkoffer & -boxen,,,22696
,,,Bissanzeiger,,,72638
,,,Fischhalter & -behälter,,,179999
,,,Fliegenzubehör,,,87098
,,,Futter- & Köderfischbehälter,,,179986
,,,Futterboote,,,180129
,,,Futterschleudern,,,180131
,,,Greifer,,,180155
,,,Kescher & Netze,,,81458
,,,Kopflampen,,,123489
,,,Messer,,,180179
,,,Räucheröfen & -utensilien,,,81464
,,,Rollentaschen,,,179998
,,,Rutenauflagen,,,72665
,,,Rutenfutterale,,,81473
,,,Schirme & Zelte,,,72670
,,,Stühle & Liegen,,,19985
,,,Transportwagen,,,179993
,,,Unterwasserkameras,,,180000
,,,Waagen,,,72667
,,,Zangen & Hakenlöser,,,179997
,,,Sonstige,,,27414
,,Sonstige,,,,384
,Fußball,,,,,13331
,,Bälle,,,,20863
,,Bekleidung,,,,68752
,,,Jacken,,,100147
,,,Schienbeinschoner,,,81477
,,,Shorts & Hosen,,,70855
,,,Stutzen & Socken,,,81478
,,,Trainingsanzüge,,,62904
,,,Vereinslose Trikots,,,179287
,,,Sonstige,,,81494
,,Fußball-Fanshop,,,,27045
,,Fußball-Trikots,,,,179288
,,,Deutsche Vereine,,,42808
,,,Ausländische Vereine,,,179214
,,,,Afrikanische Vereine,,179215
,,,,Argentinische Vereine,,179216
,,,,Belgische Vereine,,183716
,,,,Brasilianische Vereine,,179217
,,,,Dänische Vereine,,179218
,,,,Englische Vereine,,123493
,,,,Französische Vereine,,179220
,,,,Griechische Vereine,,179221
,,,,Irische Vereine,,179233
,,,,Italienische Vereine,,179222
,,,,Japanische Vereine,,179223
,,,,Niederländische Vereine,,179219
,,,,Norwegische Vereine,,179224
,,,,Österreichische Vereine,,180126
,,,,Polnische Vereine,,179225
,,,,Portugiesische Vereine,,179226
,,,,Russische Vereine,,179227
,,,,Schottische Vereine,,123584
,,,,Schwedische Vereine,,179229
,,,,Schweizerische Vereine,,179230
,,,,Spanische Vereine,,179228
,,,,Türkische Vereine,,179231
,,,,US/ MLS Vereine,,179232
,,,,Walisische Vereine,,179213
,,,Nationalmannschaften,,,123620
,,,Sonstige,,,112897
,,Schuhe,,,,19298
,,Schiedsrichterbedarf,,,,81538
,,Teamsportbedarf,,,,81539
,,Tore & Torwände,,,,81544
,,Torwartbekleidung,,,,56749
,,,Handschuhe,,,57277
,,,Hosen,,,56751
,,,Vereinslose Trikots,,,56752
,,,Sonstige,,,34781
,,Sonstige,,,,2914
,Golf,,,,,1513
,,Golfbekleidung,,,,181130
,,,Damen-Golfbekleidung,,,181142
,,,,Golfhandschuhe,,181146
,,,,Golfschuhe,,181147
,,,,Hosen,,181148
,,,,Jacken,,181145
,,,,Polos & Shirts,,181149
,,,,"Röcke, Skorts & Kleider",,179003
,,,,Shorts,,181150
,,,,Socken,,181151
,,,,Unterkleidung,,181144
,,,,Westen,,181143
,,,,Sonstige,,181152
,,,Herren-Golfbekleidung,,,181131
,,,,Golfhandschuhe,,181135
,,,,Golfschuhe,,181136
,,,,Hosen,,181137
,,,,Jacken,,181134
,,,,Polos & Shirts,,181138
,,,,Shorts,,181139
,,,,Socken,,181140
,,,,Unterkleidung,,181133
,,,,Westen,,181132
,,,,Sonstige,,181141
,,,Golfhüte & Caps,,,158937
,,,Sonnenbrillen,,,158938
,,,Sonstige,,,158939
,,Golfzubehör,,,,181128
,,,Aufkleber,,,173518
,,,Ballmarker,,,18928
,,,Ballrückholer,,,173517
,,,Entfernungsmesser,,,111289
,,,Golfschirme,,,18933
,,,Handtücher,,,18932
,,,Pitchgabeln,,,108166
,,,Rillenschleifer,,,179002
,,,Schlägerhauben,,,18930
,,,Schlagzähler,,,173519
,,,Scorecards & Halter,,,90865
,,,Spikes,,,66814
,,,Taschenanhänger,,,173516
,,,Sonstige,,,1514
,,Golfschlägerteile,,,,47323
,,,Golfschlägergriffe,,,47324
,,,Golfschlägerköpfe,,,47325
,,,Golfschlägerschäfte,,,47326
,,,Werkzeuge & Zubehör,,,179281
,,,Sonstige,,,36192
,,Golftrainingshilfen,,,,181129
,,,"Golfnetze, Käfige & Matten",,,50876
,,,Puttingmatten,,,36234
,,,Schwungtrainer,,,83037
,,,Sonstige,,,14109
,,Schläger & Ausrüstung,,,,181153
,,,Golftaschen,,,30109
,,,Golfbälle,,,18924
,,,Golftrolleys,,,75207
,,,Golftrolley-Zubehör,,,72671
,,,Golftrolley-Teile,,,181154
,,,Schläger,,,115280
,,,Tees,,,18931
,,,Sonstige,,,181155
,,Vintage & Sammlerstücke,,,,83041
,,,Golfbälle,,,83042
,,,Schläger & Schäfte,,,83043
,,,Sonstige,,,50877
,,Sonstige,,,,630
,Weitere Ballsportarten,,,,,13329
,,Badminton,,,,106460
,,,Bälle,,,59248
,,,Bekleidung,,,59249
,,,Schläger,,,68782
,,,Schuhe,,,59250
,,,Zubehör,,,148899
,,,Sonstige,,,31366
,,Baseball & Softball,,,,16021
,,,Bälle,,,181313
,,,,Baseball,,73893
,,,,Softball,,16064
,,,Baseballschläger,,,181314
,,,,Erwachsenen-Schläger,,181315
,,,,Jugend-Schläger,,73897
,,,,Fastpitch-Softball-Schläger,,71089
,,,,Slowpitch-Softball-Schläger,,50797
,,,,Sonstige,,181316
,,,Kleidung,,,159052
,,,,Herren,,181333
,,,,,Baseball-Hosen,181337
,,,,,Baseball-Gürtel,181334
,,,,,Baseball-Jacken,181335
,,,,,Shirts & Trikots,181336
,,,,,Socken,181338
,,,,Damen,,181339
,,,,,Baseball-Hosen,181343
,,,,,Baseball-Gürtel,181340
,,,,,Baseball-Jacken,181341
,,,,,Shirts & Trikots,181342
,,,,,Socken,181344
,,,,Jugend,,181345
,,,,,Baseball-Hosen,181349
,,,,,Baseball-Gürtel,181346
,,,,,Baseball-Jacken,181347
,,,,,Shirts & Trikots,181348
,,,,,Socken,181350
,,,,Baseball-Schuhe,,159058
,,,,,Herren,159059
,,,,,Damen,159060
,,,,,Jugend,159061
,,,,Baseball-Taschen,,50807
,,,,Batting-Handschuhe,,181351
,,,,,Herren,181352
,,,,,Damen,181353
,,,,,Jugend,181354
,,,,Baseball-Mützen & Caps,,159057
,,,,Sonstige,,159062
,,,Fanartikel,,,81617
,,,Fanghandschuhe,,,16030
,,,Schutzausrüstung,,,73910
,,,,Helme & Schutzmasken,,36270
,,,,Catcher-Schutzausrüstung,,73911
,,,,Sliding-Schutzausrüstung,,159050
,,,,Umpire-Schutzausrüstung,,159051
,,,,Sonstige,,181317
,,,Trainingsgeräte,,,181330
,,,,Baseball-Schlagkäfige,,50809
,,,,Batting Tees,,108139
,,,,Pitching-Maschinen,,58061
,,,,Geschwindigkeitsmesser,,73916
,,,,Trainings-Schläger & Bälle,,181331
,,,,Plastik-Schläger & -Bälle,,108140
,,,,Sonstige,,181332
,,,Spielfeld-Ausrüstung,,,181318
,,,,Bases & Homeplates,,181319
,,,,Schutznetze,,181320
,,,,Schleppmatten,,181321
,,,,Punktezähler,,181322
,,,,Sonstige,,181323
,,,Zubehör,,,181324
,,,,Baseballschläger-Halterungen,,181327
,,,,Baseballschläger-Pflege,,181326
,,,,Baseballhandschuh-Pflege,,181328
,,,,Griffband,,181325
,,,,Sonstige,,181329
,,,Sonstige,,,181355
,,Basketball,,,,33482
,,,Bälle,,,46046
,,,Fanartikel,,,33484
,,,Körbe & Anlagen,,,81606
,,,Schuhe,,,73931
,,,Shorts & Hosen,,,46048
,,,Trikots,,,62124
,,,Sonstige,,,2023
,,Beach-Volleyball,,,,114477
,,,Bälle,,,81629
,,,Netze,,,114478
,,,Sonstige,,,114479
,,Feldhockey,,,,4388
,,Football,,,,21214
,,,Bälle,,,21220
,,,Fanartikel,,,2024
,,,Helme,,,100199
,,,Schuhe,,,100200
,,,Trikots,,,21218
,,,Sonstige,,,59242
,,Handball,,,,68787
,,,Bandagen & Schoner,,,68788
,,,Bälle,,,68789
,,,Bekleidung,,,115790
,,,,Shorts & Hosen,,115791
,,,,Trikots,,115792
,,,,T-Shirts,,115793
,,,,Sonstige,,68790
,,,Schuhe,,,100205
,,,Sonstige,,,13337
,,Minigolf,,,,30740
,,Rugby,,,,2912
,,Squash,,,,62166
,,,Squashschläger,,,62169
,,,Schuhe,,,68795
,,,Zubehör,,,148909
,,,Sonstige,,,106484
,,Tennis,,,,13340
,,,Bälle,,,20870
,,,Bekleidung,,,70898
,,,,Hosen,,179018
,,,,Kleider & Röcke,,70901
,,,,Polos & Shirts,,70900
,,,,Shorts,,70902
,,,,Sonstige,,70903
,,,Griffbänder,,,81624
,,,Schlägerhüllen,,,148908
,,,Schuhe,,,62230
,,,Schweißbänder,,,81625
,,,Taschen,,,20869
,,,Tennissaiten,,,13343
,,,Tennisschläger,,,20871
,,,Sonstige,,,2917
,,Tischtennis,,,,33497
,,,Beläge,,,170607
,,,Bekleidung,,,33500
,,,Hölzer,,,100216
,,,Komplettschläger,,,100220
,,,Tische,,,97075
,,,Zubehör,,,115176
,,,Sonstige,,,13345
,,Volleyball,,,,81627
,,,Bälle,,,81630
,,,Netze,,,81631
,,,Schützer,,,81632
,,,Schuhe,,,81633
,,,Trikots,,,126469
,,,Sonstige,,,2919
,,Sonstige,,,,13347
,Bootsport,,,,,1293
,,Bekleidung,,,,13353
,,,Handschuhe,,,168853
,,,Hosen,,,68779
,,,Jacken,,,13354
,,,Nass- & Trockenanzüge,,,168854
,,,Pullover,,,68778
,,,Schuhe & Stiefel,,,68780
,,,Sonstige,,,13359
,,Bootsteile & Zubehör,,,,36629
,,,Teile,,,78533
,,,,Ausstattung,,168861
,,,,Beleuchtung & Elektrik,,50437
,,,,Bootsbatterien,,184479
,,,,"Rigg, Mast & Segel",,36653
,,,,Steuer- & Schaltsysteme,,168862
,,,,Sonstige,,36651
,,,Zubehör,,,68781
,,,,Anker & Ketten,,81645
,,,,Bootsanhänger / -trailer,,180503
,,,,Farben & Pflege,,13355
,,,,Navigation & Funk,,36642
,,,,Reparatur & Wartung,,36634
,,,,Schwimm- & Rettungswesten,,81647
,,,,Tauwerk & Fender,,81646
,,,,Winschen & Kurbeln,,36655
,,,,Sonstige,,13358
,,,Motoren & Motorenteile,,,36637
,,,,Außenbordmotoren,,78518
,,,,Elektromotoren,,26454
,,,,Innenbordmotoren,,78522
,,,,Motorenteile & Auspuffe,,78526
,,,,Wellen & Zubehör,,78527
,,,,Propeller & Teile,,78528
,,,,Sonstige,,36641
,,Motorboote,,,,48329
,,,Gleiter,,,132178
,,,Schlauchboote mit Motor,,,81638
,,,Verdränger,,,132174
,,,Sonstige,,,180504
,,Ruder- & Paddelboote,,,,132147
,,,Canadier,,,23800
,,,Faltboote,,,81634
,,,Kajaks,,,36122
,,,Ruderboote,,,119201
,,,Schlauchboote,,,87090
,,,Transport,,,168860
,,,Zubehör,,,115776
,,Segelboote,,,,132148
,,,Jollen & Schwertboote,,,132149
,,,Motorsegler,,,132153
,,,Yachten & Kielboote,,,132163
,,,Sonstige,,,180502
,,Wassermotorräder,,,,1295
,,Sonstige Boote,,,,36623
,Camping & Outdoor,,,,,16034
,,Bekleidung,,,,72891
,,,Damen,,,181363
,,,,Handschuhe,,181366
,,,,Hemden,,181368
,,,,Hosen,,181367
,,,,Jacken & Westen,,181365
,,,,Socken,,181369
,,,,Unterwäsche,,181364
,,,Herren,,,181356
,,,,Handschuhe,,181359
,,,,Hemden,,181361
,,,,Hosen,,181360
,,,,Jacken & Westen,,181358
,,,,Socken,,181362
,,,,Unterwäsche,,181357
,,,Kinder,,,181370
,,,,Handschuhe,,181373
,,,,Hemden,,181375
,,,,Hosen,,181374
,,,,Jacken & Westen,,181372
,,,,Socken,,181376
,,,,Unterwäsche,,181371
,,,Gamaschen,,,181377
,,,Mützen,,,159094
,,,Wanderschuhe,,,181391
,,,,Damen,,181393
,,,,Herren,,181392
,,,,Kinder,,181394
,,,Sonstige,,,27362
,,Camping-Küchenbedarf,,,,181381
,,,Kühlboxen & Kühlschränke,,,181382
,,,Kochutensilien,,,87133
,,,Kochgeschirr,,,87141
,,,Campinggeschirr,,,181383
,,,Camping-Wasserkessel,,,181384
,,,Outdoor-Nahrung,,,62118
,,,"Gaskocher, Backofen & BBQs",,,181385
,,,,Gaskocher,,181386
,,,,Backöfen,,181387
,,,,BBQs & Grills,,181388
,,,,Zubehör,,181389
,,,Sonstige,,,16036
,,Camping-Möbel,,,,16038
,,Camping-Kisten,,,,181390
,,Camping-Hygiene,,,,181395
,,,Camping-Waschbecken,,,181399
,,,Duschen & Zubehör,,,181396
,,,Handtücher,,,181398
,,,Toiletten & Zubehör,,,181397
,,,Sonstige,,,181400
,,Heizgeräte & Stromgeneratoren,,,,16039
,,Lampen & Laternen,,,,106983
,,,Laternen,,,168867
,,,Leuchtstäbe,,,159091
,,,Stirnlampen,,,106984
,,,Taschenlampen,,,16037
,,,Zubehör & Etuis,,,168875
,,,Sonstige,,,159092
,,Rucksäcke,,,,181378
,,,Tagesrucksäcke,,,87122
,,,Trekkingrucksäcke,,,181379
,,,Trinksysteme,,,87125
,,,Hüfttaschen,,,181380
,,,Sonstige,,,36109
,,Schlafausrüstung,,,,181403
,,,Decken & Inletts,,,111261
,,,Feldbetten,,,87099
,,,Hängematten,,,159030
,,,Isomatten & Matratzen,,,36114
,,,Kompressoren,,,27912
,,,Schlafsäcke,,,87100
,,,Sonstige,,,16040
,,Trinkflaschen & Trinksysteme,,,,181405
,,,Flaschen & Thermoskannen,,,181408
,,,Wasseraufbereitung,,,181406
,,,Wasserfilter,,,181407
,,,Wasserkanister,,,181409
,,,Sonstige,,,181410
,,Wanderausrüstung,,,,181401
,,,Kartentaschen,,,181402
,,,Orientierung,,,52482
,,,Trekking- & Wanderstöcke,,,23809
,,,Sonstige,,,27363
,,Werkzeug,,,,75232
,,,Äxte,,,75234
,,,Multitools,,,75236
,,,Sägen,,,75237
,,,Schaufeln,,,75233
,,,Taschenmesser,,,166129
,,,Sonstige,,,100237
,,Zelte & Strandmuscheln,,,,181404
,,,Zelte,,,179010
,,,Strandmuscheln,,,179011
,,,Zubehör,,,36120
,,,Sonstige,,,179019
,,Notfallausrüstung,,,,181411
,,,Feuerzeuge,,,166126
,,,Insektenschutz,,,65965
,,,Paracords,,,181413
,,,Pfeifen,,,181414
,,,Rettungsdecken,,,181412
,,,Taschenwärmer,,,66002
,,,Sonstige,,,181415
,,Sonstige,,,,8504
,Fitness & Jogging,,,,,15273
,,Ausdauertraining,,,,28059
,,,Crosstrainer,,,72602
,,,Fitnessbikes,,,58102
,,,Laufbänder,,,15280
,,,Rudergeräte,,,28060
,,,Stepper,,,28062
,,,Vibrationsplatten,,,171593
,,,Ski-Trainer,,,28061
,,,Teile & Zubehör,,,179797
,,,Sonstige,,,28063
,,Bekleidung,,,,158913
,,,Damen,,,40883
,,,,Hosen & Leggings,,59280
,,,,Jacken & Westen,,59285
,,,,Röcke & Hosenröcke,,179824
,,,,Shirts & Tops,,59333
,,,,Shorts & Radlerhosen,,59307
,,,,Socken,,66078
,,,,Sport-BHs,,59315
,,,,Sweatshirts & Pullover,,59325
,,,,Trainingsanzüge,,59273
,,,,Unterwäsche,,179822
,,,,Sonstige,,13360
,,,Herren,,,40884
,,,,Hosen & Leggings,,59347
,,,,Jacken & Westen,,59353
,,,,Shirts,,59368
,,,,Shorts & Radlerhosen,,59375
,,,,Socken,,66095
,,,,Sweatshirts & Pullover,,59392
,,,,Trainingsanzüge,,59339
,,,,Unterwäsche,,179825
,,,,Sonstige,,40892
,,,Kinder & Jugend,,,180091
,,,,Hosen & Leggings,,179829
,,,,Jacken & Westen,,179827
,,,,Shirts & Tops,,179830
,,,,Shorts & Radlerhosen,,179831
,,,,Socken,,179832
,,,,Sweatshirts & Pullover,,180135
,,,,Trainingsanzüge,,180127
,,,,Unterwäsche,,179828
,,,,Sonstige,,179833
,,,Bandagen & Gelenkstützen,,,158919
,,,Laufhandschuhe,,,179810
,,,Mützen & Caps,,,158918
,,,Sicherheit & Reflektoren,,,158951
,,,Sonnenbrillen,,,151571
,,,Schweißbänder,,,179811
,,,Sonstige,,,158920
,,Fitness- & Laufschuhe,,,,158916
,,,Damen,,,158953
,,,Herren,,,158952
,,,Kinder,,,158954
,,Ernährung,,,,97033
,,,Ausdauer,,,66044
,,,Fettreduktion,,,21561
,,,Powerdrinks & Powerriegel,,,66040
,,,Protein Shakes & Muskelaufbau,,,97034
,,,Vitamine & Mineralien,,,97035
,,,Sonstige,,,97036
,,Kleingeräte & Zubehör,,,,28064
,,,Aquafitness-Geräte,,,158922
,,,Balancekissen & -boards,,,179803
,,,Bauchtrainer & Hula Hoops,,,15274
,,,Elektrische Muskelstimulation,,,57273
,,,Expander & Widerstandsbänder,,,79759
,,,Fitness- & Massagerollen,,,179800
,,,Gymnastikbälle,,,31390
,,,Hand- & Fingertrainer,,,137862
,,,Laufgürtel & -armbänder,,,179802
,,,Medizinbälle,,,137861
,,,Rückenstrecker/-trainer,,,112954
,,,Schenkeltrainer,,,58106
,,,Sporthandtücher,,,179801
,,,Springseile,,,62134
,,,Steppbretter & -boards,,,180181
,,,Trampoline & Zubehör,,,57275
,,,Trinkflaschen,,,158950
,,,Turn- & Bodenmatten,,,19973
,,,Ersatzteile & Zubehör,,,179001
,,,Sonstige,,,28065
,,Krafttraining & Gewichte,,,,28066
,,,Gewichthebergürtel,,,36155
,,,Gewichtswesten,,,158926
,,,Hand- & Fußgelenkgewichte,,,137866
,,,Handgelenk- & Kniebandagen,,,179821
,,,Hantelablagen/-stangen,,,179819
,,,Hantelbänke,,,15281
,,,Hantelscheiben,,,179817
,,,Hantel-Sets,,,19970
,,,Klimmzugstangen,,,179816
,,,Kraftstationen,,,158923
,,,Kraftstationen-Zubehör,,,179813
,,,Kugelhanteln,,,179814
,,,Kurzhanteln,,,137865
,,,Langhanteln & Hantelstangen,,,137864
,,,Liegestützgriffe,,,158925
,,,Trainingshandschuhe/Zughilfen,,,185070
,,,Sonstige,,,28067
,,Sportelektronik,,,,44075
,,,Aktivitätstracker,,,179798
,,,GPS & Sportuhren,,,75230
,,,Herzfrequenzmesser,,,15277
,,,Körperfettmessgeräte,,,44078
,,,Schrittzähler,,,44077
,,,Stoppuhren,,,166149
,,,Teile & Zubehör,,,179799
,,,Sonstige,,,44076
,,Yoga & Pilates,,,,158927
,,,Blöcke,,,179809
,,,Gurte,,,148944
,,,Pilatesringe,,,179808
,,,Pilates-Geräte,,,179807
,,,Yogamatten,,,158928
,,,Yogataschen,,,158929
,,,Yoga- & Pilates-Zubehör,,,44086
,,Sonstige,,,,13362
,Funsport,,,,,13368
,,Airsoft,,,,31680
,,,Bekleidung & Schutzausrüstung,,,159044
,,,Blow-Back,,,31682
,,,Waffen,,,31683
,,,,Pistolen,,64637
,,,,Gewehre,,160919
,,,,Sonstige,,31684
,,,Zubehör,,,31681
,,,Sonstige,,,31688
,,Cityroller & Kickboards,,,,11331
,,Dirt Bikes,,,,117663
,,Elektro-Scooter,,,,47349
,,Gotcha,,,,184381
,,,Air-Systeme & Zubehör,,,36286
,,,,CO2-Behälter & Zubehör,,16051
,,,,N2-Behälter & Zubehör,,36287
,,,,Remotes & Filling Stations,,83044
,,,,Sonstige,,184383
,,,Battlepacks & Pods,,,16047
,,,Bekleidung & Schutzausrüstung,,,184382
,,,,Ellenbogen- & Knieschoner,,159065
,,,,Jerseys & Shirts,,165939
,,,,Handschuhe,,114232
,,,,Hosen & Shorts,,165940
,,,,Schutzbrillen & Masken,,16050
